Phi2,Gene,51,52,53,54,55,56,57,58,59,60
,AT4G33010,-0.06920112,-0.060289148,-0.110056004,-0.065513572,-0.173547585,-0.073109191,-0.201350873,-0.081285831,-0.199204882,-0.104805163
,AT3G08920,-0.036315385,-0.030833204,-0.064604777,-0.040415875,-0.088215043,-0.051801518,-0.10772018,-0.060630443,-0.128346299,-0.08220804
,AT1G32500,-0.329016344,-0.288660253,-0.3839016,-0.315325864,-0.427409732,-0.352211019,-0.479116264,-0.369172526,-0.492909146,-0.386090721
,AT3G14420,-0.086757803,-0.071230779,-0.087513753,-0.069827744,-0.121453826,-0.070850228,-0.179678996,-0.073230892,-0.236308661,-0.096038793
,AT2G18790,-0.138267288,-0.121746915,-0.174337834,-0.138933391,-0.222001574,-0.15444212,-0.278333215,-0.172686972,-0.317786157,-0.186642351
,AT1G16880,-0.753040944,-0.641725778,-0.708606259,-0.621087689,-0.670500143,-0.609157075,-0.645871341,-0.603788327,-0.645254938,-0.597397642
,AT5G53170,-0.017581912,-0.022422195,-0.036905638,-0.023770169,-0.054541607,-0.030364352,-0.083977569,-0.038345771,-0.109721635,-0.048162696
,AT2G29180,-0.166149921,-0.1713603,-0.174654247,-0.184788553,-0.194597818,-0.191745555,-0.211207108,-0.209321295,-0.202056834,-0.220316536
QESV,Gene,51,52,53,54,55,56,57,58,59,60
,AT4G33010,0.145886188,0.018100565,0.454290349,0.065674505,0.61023193,0.170374924,0.491998735,0.284897131,0.341264597,0.399073143
,AT3G08920,0.153729001,0.082138568,0.262304272,0.193551936,0.244416819,0.296842372,0.199880075,0.341378085,0.142023342,0.350902165
,AT1G32500,0.137317659,0.053221957,0.136561747,0.067618056,0.024699778,0.117038023,-0.11252316,0.153515753,-0.205725966,0.163288859
,AT3G14420,0.044158037,0.02011258,0.082189065,0.014490555,0.265244191,0.051319805,0.339015886,0.113293736,0.315167928,0.263028388
,AT2G18790,0.171698437,0.160150222,0.263640755,0.156974404,0.317179558,0.209745219,0.271185887,0.237170625,0.177704333,0.274941093
,AT1G16880,0.23351331,0.209947614,-0.039432842,0.212446503,-0.345464133,0.203966585,-0.48559808,0.166565482,-0.48323235,0.040893668
,AT5G53170,0.036480674,0.034489832,0.031003636,0.026037771,-0.028830175,0.013511338,-0.073195318,-0.007816627,-0.080234817,-0.01987182
,AT2G29180,0.081162434,0.013776541,0.158767539,0.038843327,0.194832216,0.083857558,0.175408092,0.13493919,0.135253814,0.17641609
QI,Gene,51,52,53,54,55,56,57,58,59,60
,AT4G33010,0.017784469,0.047881747,0,0.009040313,0.026040616,0.00295164,0.08600948,0,0.214174486,0.006022594
,AT3G08920,0.017387308,0.093104449,0.003509338,0.034129807,0.011551307,0.010809992,0.017582719,0.007908243,0.02851432,0.006962685
,AT1G32500,0.047584358,0.042858658,0.012285878,0,0.011309909,0,0.018305695,0,0.023053778,0.000181511
,AT3G14420,0.084411003,0.101956965,0.015364408,0.056745722,0.016756222,0.03717236,0.09951479,0.015491717,0.317562769,0.015637733
,AT2G18790,0.339547153,0.35355935,0.280157975,0.305580088,0.220552489,0.221007108,0.204302005,0.203555838,0.186381615,0.169642473
,AT1G16880,0.226782337,0.393845977,0.189575173,0.256470278,0.230823827,0.235467285,0.259552608,0.248152094,0.256156774,0.273622399
,AT5G53170,0,0,0,0,0,0,0,0,0,0
,AT2G29180,0.083982591,0.080004871,0.129922968,0.066643844,0.187118475,0.086397141,0.228526929,0.106391038,0.266612921,0.130924879
