Phi2,Gene,65,66,67,68,69,70,71,72,73,74
,AT2G18790,-0.332997288,-0.241131521,-0.302490586,-0.243551264,-0.339028686,-0.262998402,-0.341892143,-0.252491417,-0.287546598,-0.264921667
,AT1G80380,-0.126732045,-0.056614923,-0.125362033,-0.068625701,-0.131999721,-0.085768543,-0.147593965,-0.096707757,-0.151020618,-0.095195795
,AT1G14345,-0.176550611,-0.101470512,-0.200258177,-0.105625455,-0.174359608,-0.105873346,-0.205768054,-0.120525806,-0.28215594,-0.093060075
,AT4G33010,-0.181187383,-0.155547019,-0.167057871,-0.17067275,-0.177396643,-0.168925876,-0.189971278,-0.173401304,-0.179644574,-0.176423262
,AT1G03160,-0.196373706,-0.140631788,-0.201997886,-0.149835367,-0.203335466,-0.15226502,-0.226670886,-0.150934283,-0.230670303,-0.149711078
,AT2G29180,-0.233117459,-0.254583589,-0.200490856,-0.257549902,-0.235051385,-0.271585768,-0.230945336,-0.271863729,-0.230055439,-0.273978059
QESV,Gene,65,66,67,68,69,70,71,72,73,74
,AT2G18790,-0.092691652,0.268964913,-0.1481208,0.231207034,0.666147773,0.211266462,-0.19968315,0.205372027,-0.206943816,0.184447799
,AT1G80380,0.072855664,0.33757368,0.06090089,0.332575556,0.041506695,0.321513572,0.029487311,0.33902483,0.031891693,0.320252585
,AT1G14345,-0.014255935,0.198627603,-0.020893347,0.177165099,-0.029949987,0.145072897,-0.038238821,0.157384682,-0.035901472,0.138161626
,AT4G33010,0.063408217,0.420002913,0.028301669,0.396284405,0.001902319,0.366005715,-0.003719408,0.371398349,-0.003874735,0.358021759
,AT1G03160,-0.069574173,0.112608142,-0.076302534,0.09888617,-0.08108126,0.079985075,-0.089947816,0.090025124,-0.079584502,0.081363835
,AT2G29180,0.015999959,0.175393477,-0.017297697,0.158176719,-0.026591605,0.141971621,-0.040190092,0.138054157,-0.036953047,0.128986302
QI,Gene,65,66,67,68,69,70,71,72,73,74
,AT2G18790,0.172842041,0.123640182,0.171239055,0.131832608,0.158960752,0.13952648,0.15204442,0.148315515,0.169229944,0.14858854
,AT1G80380,0.304415916,0.117187572,0.289966096,0.128853632,0.274039127,0.131416601,0.259052779,0.120523833,0.240281603,0.128590193
,AT1G14345,0.211168918,0.152152885,0.22010412,0.166806127,0.208986619,0.187877354,0.226367115,0.187654067,0.224948859,0.193160287
,AT4G33010,0.365626541,0.136976787,0.358680782,0.164267662,0.353540659,0.190949268,0.33948344,0.149872503,0.322676572,0.16105063
,AT1G03160,0.193580711,0.076158631,0.194277816,0.094876742,0.193876213,0.117519226,0.19776644,0.112976297,0.198017665,0.130726446
,AT2G29180,0.300915337,0.192675771,0.29755607,0.201536628,0.297413821,0.217796734,0.284636416,0.204985359,0.282519403,0.201141831
