Phi2,Gene,69,70,71,72,73,74,75,76,77,78
,AT1G03160,-0.203335466,-0.15226502,-0.226670886,-0.150934283,-0.230670303,-0.149711078,-0.234588502,-0.139130659,-0.191435455,-0.150062594
,AT1G67700,-0.147817543,-0.061798822,-0.118157142,-0.067107277,-0.11982364,-0.066825238,-0.110611681,-0.067294023,,-0.078913743
,AT1G80380,-0.131999721,-0.085768543,-0.147593965,-0.096707757,-0.151020618,-0.095195795,-0.160192699,-0.101487567,-0.180283675,-0.105322633
,AT1G14345,-0.174359608,-0.105873346,-0.205768054,-0.120525806,-0.28215594,-0.093060075,-0.149825789,-0.119486435,-0.151960108,-0.1010434
,AT5G42270,-0.110995372,-0.26824949,-0.166939187,-0.390866637,-0.205145328,-0.100756696,-0.204733932,-0.163413878,-0.211136162,-0.206922059
,AT2G30695,-0.280101196,-0.087001006,-0.28119166,-0.075703426,-0.286647796,-0.083506279,-0.288028451,-0.085619215,-0.298322405,-0.089532489
QESV,Gene,69,70,71,72,73,74,75,76,77,78
,AT1G03160,-0.08108126,0.079985075,-0.089947816,0.090025124,-0.079584502,0.081363835,-0.075328133,0.085113413,-0.093712356,0.094079022
,AT1G67700,0.0077923,0.223447304,-0.00153428,0.218032937,0.000228696,0.221512085,-0.007939004,0.217736765,,0.224611665
,AT1G80380,0.041506695,0.321513572,0.029487311,0.33902483,0.031891693,0.320252585,0.033468537,0.338769165,0.0278109,0.348044347
,AT1G14345,-0.029949987,0.145072897,-0.038238821,0.157384682,-0.035901472,0.138161626,-0.037059772,0.151773712,-0.04529447,0.146213673
,AT5G42270,-0.002712507,0.276049871,-0.012328505,0.288787417,0.070184944,0.319697905,-0.006488905,0.346445862,-0.018406056,0.358225427
,AT2G30695,0.099799203,0.198614698,0.08108991,0.19316028,0.07354989,0.207057201,0.063520243,0.200127497,0.073074476,0.201778972
QI,Gene,69,70,71,72,73,74,75,76,77,78
,AT1G03160,0.193876213,0.117519226,0.19776644,0.112976297,0.198017665,0.130726446,0.204145378,0.137578748,0.204577537,0.144220133
,AT1G67700,0.206626611,0.126312525,0.216910009,0.13087109,0.213818239,0.140249696,0.22168902,0.141899104,0.223200553,0.135797474
,AT1G80380,0.274039127,0.131416601,0.259052779,0.120523833,0.240281603,0.128590193,0.242224023,0.121541747,0.221642688,0.125922252
,AT1G14345,0.208986619,0.187877354,0.226367115,0.187654067,0.224948859,0.193160287,0.212110438,0.204398195,0.229536681,0.205943133
,AT5G42270,0.222291786,0.173287227,0.251362489,0.212073467,0.271763459,0.237994493,0.323634474,0.278349294,0.365302274,0.309486916
,AT2G30695,0.15742525,0.006559516,0.154340827,0.004556069,0.145297573,0.007949738,0.135236449,0.000419077,0.123405054,0.002025436
